edgename	CI	
par79 (pp) G216	20.798271	
par86 (pp) G216	20.798271	
par17 (pp) G217	20.881363	
par79 (pp) G217	20.881363	
par87 (pp) G217	20.881363	
par17 (pp) G218	20.84648	
par79 (pp) G218	20.84648	
par88 (pp) G218	20.84648	
par17 (pp) G219	20.67763	
par81 (pp) G219	20.67763	
par85 (pp) G219	20.67763	
par17 (pp) G220	20.924835	
par81 (pp) G220	20.924835	
par86 (pp) G220	20.924835	
par17 (pp) G221	20.999411	
par81 (pp) G221	20.999411	
par87 (pp) G221	20.999411	
par17 (pp) G222	20.68513	
par81 (pp) G222	20.68513	
par88 (pp) G222	20.68513	
par17 (pp) G223	20.608975	
par82 (pp) G223	20.608975	
par85 (pp) G223	20.608975	
par17 (pp) G224	20.868138	
par82 (pp) G224	20.868138	
par86 (pp) G224	20.868138	
par17 (pp) G225	20.942185	
par82 (pp) G225	20.942185	
par87 (pp) G225	20.942185	
par17 (pp) G226	20.618725	
par82 (pp) G226	20.618725	
par88 (pp) G226	20.618725	
par17 (pp) G227	21.066423	
par83 (pp) G227	21.066423	
par85 (pp) G227	21.066423	
par17 (pp) G228	20.965233	
par83 (pp) G228	20.965233	
par86 (pp) G228	20.965233	
par17 (pp) G229	21.047325	
par83 (pp) G229	21.047325	
par87 (pp) G229	21.047325	
par17 (pp) G230	21.009908	
par83 (pp) G230	21.009908	
par88 (pp) G230	21.009908	
par17 (pp) G231	21.224966	
par84 (pp) G231	21.224966	
par85 (pp) G231	21.224966	
par17 (pp) G232	21.237231	
par84 (pp) G232	21.237231	
par86 (pp) G232	21.237231	
par17 (pp) G233	21.317395	
par84 (pp) G233	21.317395	
par87 (pp) G233	21.317395	
par17 (pp) G234	21.189519	
par84 (pp) G234	21.189519	
par88 (pp) G234	21.189519	
par17 (pp) G235	582.3816	
par93 (pp) G235	582.3816	
par95 (pp) G235	582.3816	
par18 (pp) G236	547.60495	
par20 (pp) G236	547.60495	
par21 (pp) G236	547.60495	
par18 (pp) G237	32.872685	
par20 (pp) G237	32.872685	
par52 (pp) G237	32.872685	
par18 (pp) G238	20.726686	
par20 (pp) G238	20.726686	
par92 (pp) G238	20.726686	
par18 (pp) G239	2234.9776	
par20 (pp) G239	2234.9776	
par95 (pp) G239	2234.9776	
par18 (pp) G240	539.75819	
par21 (pp) G240	539.75819	
par93 (pp) G240	539.75819	
par18 (pp) G241	165.33341	
par21 (pp) G241	165.33341	
par95 (pp) G241	165.33341	
par18 (pp) G242	27.467104	
par32 (pp) G242	27.467104	
par33 (pp) G242	27.467104	
par18 (pp) G243	20.840103	
par32 (pp) G243	20.840103	
par34 (pp) G243	20.840103	
par18 (pp) G244	27.224353	
par32 (pp) G244	27.224353	
par35 (pp) G244	27.224353	
par18 (pp) G245	21.229147	
par43 (pp) G245	21.229147	
par44 (pp) G245	21.229147	
par18 (pp) G246	21.314953	
par43 (pp) G246	21.314953	
par108 (pp) G246	21.314953	
par18 (pp) G247	23.530034	
par45 (pp) G247	23.530034	
par50 (pp) G247	23.530034	
par18 (pp) G248	20.710114	
par51 (pp) G248	20.710114	
par58 (pp) G248	20.710114	
par18 (pp) G249	33.001375	
par52 (pp) G249	33.001375	
par93 (pp) G249	33.001375	
par18 (pp) G250	21.632347	
par58 (pp) G250	21.632347	
par91 (pp) G250	21.632347	
par18 (pp) G251	23.240506	
par69 (pp) G251	23.240506	
par70 (pp) G251	23.240506	
par18 (pp) G252	20.106723	
par75 (pp) G252	20.106723	
par85 (pp) G252	20.106723	
par18 (pp) G253	20.428935	
par75 (pp) G253	20.428935	
par86 (pp) G253	20.428935	
par18 (pp) G254	20.51465	
par75 (pp) G254	20.51465	
par87 (pp) G254	20.51465	
par18 (pp) G255	20.119923	
par75 (pp) G255	20.119923	
par88 (pp) G255	20.119923	
par18 (pp) G256	21.123719	
par76 (pp) G256	21.123719	
par85 (pp) G256	21.123719	
par18 (pp) G257	20.940649	
par76 (pp) G257	20.940649	
par86 (pp) G257	20.940649	
par18 (pp) G258	21.034369	
par76 (pp) G258	21.034369	
par87 (pp) G258	21.034369	
par18 (pp) G259	21.045679	
par76 (pp) G259	21.045679	
par88 (pp) G259	21.045679	
par18 (pp) G260	21.141949	
par77 (pp) G260	21.141949	
par85 (pp) G260	21.141949	
par18 (pp) G261	20.969657	
par77 (pp) G261	20.969657	
par86 (pp) G261	20.969657	
par18 (pp) G262	21.063821	
par77 (pp) G262	21.063821	
par87 (pp) G262	21.063821	
par18 (pp) G263	21.06561	
par77 (pp) G263	21.06561	
par88 (pp) G263	21.06561	
par18 (pp) G264	21.214698	
par78 (pp) G264	21.214698	
par85 (pp) G264	21.214698	
par18 (pp) G265	21.057026	
par78 (pp) G265	21.057026	
par86 (pp) G265	21.057026	
par18 (pp) G266	21.15134	
par78 (pp) G266	21.15134	
par87 (pp) G266	21.15134	
par18 (pp) G267	21.140931	
par78 (pp) G267	21.140931	
par88 (pp) G267	21.140931	
par18 (pp) G268	21.038875	
par81 (pp) G268	21.038875	
par85 (pp) G268	21.038875	
par18 (pp) G269	20.823218	
par81 (pp) G269	20.823218	
par86 (pp) G269	20.823218	
par18 (pp) G270	20.915344	
par81 (pp) G270	20.915344	
par87 (pp) G270	20.915344	
par18 (pp) G271	20.955793	
par81 (pp) G271	20.955793	
par88 (pp) G271	20.955793	
par18 (pp) G272	21.067538	
par82 (pp) G272	21.067538	
par85 (pp) G272	21.067538	
par18 (pp) G273	20.864036	
par82 (pp) G273	20.864036	
par86 (pp) G273	20.864036	
par18 (pp) G274	20.956772	
par82 (pp) G274	20.956772	
par87 (pp) G274	20.956772	
par18 (pp) G275	20.986328	
par82 (pp) G275	20.986328	
par88 (pp) G275	20.986328	
par18 (pp) G276	20.069608	
par84 (pp) G276	20.069608	
par85 (pp) G276	20.069608	
par18 (pp) G277	20.77326	
par92 (pp) G277	20.77326	
par93 (pp) G277	20.77326	
par18 (pp) G278	2292.7393	
par93 (pp) G278	2292.7393	
par95 (pp) G278	2292.7393	
par19 (pp) G279	346.39751	
par20 (pp) G279	346.39751	
par21 (pp) G279	346.39751	
par19 (pp) G280	30.72446	
par20 (pp) G280	30.72446	
par52 (pp) G280	30.72446	
par19 (pp) G281	2769.5296	
par20 (pp) G281	2769.5296	
par95 (pp) G281	2769.5296	
par19 (pp) G282	343.46408	
par21 (pp) G282	343.46408	
par93 (pp) G282	343.46408	
par19 (pp) G283	149.15251	
par21 (pp) G283	149.15251	
par95 (pp) G283	149.15251	
par19 (pp) G284	27.276586	
par32 (pp) G284	27.276586	
par33 (pp) G284	27.276586	
par19 (pp) G285	20.696442	
par32 (pp) G285	20.696442	
par34 (pp) G285	20.696442	
par19 (pp) G286	27.030616	
par32 (pp) G286	27.030616	
par35 (pp) G286	27.030616	
par19 (pp) G287	21.177617	
par43 (pp) G287	21.177617	
par44 (pp) G287	21.177617	
par19 (pp) G288	21.262982	
par43 (pp) G288	21.262982	
par108 (pp) G288	21.262982	
par19 (pp) G289	23.461383	
par45 (pp) G289	23.461383	
par50 (pp) G289	23.461383	
par19 (pp) G290	20.288104	
par51 (pp) G290	20.288104	
par58 (pp) G290	20.288104	
par19 (pp) G291	30.836317	
par52 (pp) G291	30.836317	
par93 (pp) G291	30.836317	
par19 (pp) G292	21.16005	
par58 (pp) G292	21.16005	
par91 (pp) G292	21.16005	
par19 (pp) G293	23.181531	
par69 (pp) G293	23.181531	
par70 (pp) G293	23.181531	
par19 (pp) G294	20.071425	
par75 (pp) G294	20.071425	
par86 (pp) G294	20.071425	
par19 (pp) G295	20.149432	
par75 (pp) G295	20.149432	
par87 (pp) G295	20.149432	
par19 (pp) G296	21.319127	
par76 (pp) G296	21.319127	
par85 (pp) G296	21.319127	
par19 (pp) G297	21.207753	
par76 (pp) G297	21.207753	
par86 (pp) G297	21.207753	
par19 (pp) G298	21.301169	
par76 (pp) G298	21.301169	
par87 (pp) G298	21.301169	
par19 (pp) G299	21.254281	
par76 (pp) G299	21.254281	
par88 (pp) G299	21.254281	
par19 (pp) G300	21.323343	
par77 (pp) G300	21.323343	
par85 (pp) G300	21.323343	
par19 (pp) G301	21.223732	
par77 (pp) G301	21.223732	
par86 (pp) G301	21.223732	
par19 (pp) G302	21.317417	
par77 (pp) G302	21.317417	
par87 (pp) G302	21.317417	
par19 (pp) G303	21.260442	
par77 (pp) G303	21.260442	
par88 (pp) G303	21.260442	
par19 (pp) G304	21.378701	
par78 (pp) G304	21.378701	
par85 (pp) G304	21.378701	
par19 (pp) G305	21.29551	
par78 (pp) G305	21.29551	
par86 (pp) G305	21.29551	
par19 (pp) G306	21.38908	
par78 (pp) G306	21.38908	
par87 (pp) G306	21.38908	
par19 (pp) G307	21.318799	
par78 (pp) G307	21.318799	
par88 (pp) G307	21.318799	
par19 (pp) G308	21.276641	
par81 (pp) G308	21.276641	
par85 (pp) G308	21.276641	
par19 (pp) G309	21.129087	
par81 (pp) G309	21.129087	
par86 (pp) G309	21.129087	
par19 (pp) G310	21.221439	
par81 (pp) G310	21.221439	
par87 (pp) G310	21.221439	
par19 (pp) G311	21.205902	
par81 (pp) G311	21.205902	
par88 (pp) G311	21.205902	
par19 (pp) G312	21.289322	
par82 (pp) G312	21.289322	
par85 (pp) G312	21.289322	
par19 (pp) G313	21.155279	
par82 (pp) G313	21.155279	
par86 (pp) G313	21.155279	
par19 (pp) G314	21.248045	
par82 (pp) G314	21.248045	
par87 (pp) G314	21.248045	
par19 (pp) G315	21.220775	
par82 (pp) G315	21.220775	
par88 (pp) G315	21.220775	
par19 (pp) G316	20.511524	
par84 (pp) G316	20.511524	
par85 (pp) G316	20.511524	
par19 (pp) G317	20.177591	
par84 (pp) G317	20.177591	
par86 (pp) G317	20.177591	
par19 (pp) G318	20.259955	
par84 (pp) G318	20.259955	
par87 (pp) G318	20.259955	
par19 (pp) G319	20.412108	
par84 (pp) G319	20.412108	
par88 (pp) G319	20.412108	
par19 (pp) G320	2413.4512	
par93 (pp) G320	2413.4512	
par95 (pp) G320	2413.4512	
par20 (pp) G321	782.69226	
par21 (pp) G321	782.69226	
par94 (pp) G321	782.69226	
par20 (pp) G322	154.66512	
par21 (pp) G322	154.66512	
par95 (pp) G322	154.66512	
par20 (pp) G323	561.81114	
par21 (pp) G323	561.81114	
par96 (pp) G323	561.81114	
par20 (pp) G324	29.356526	
par32 (pp) G324	29.356526	
par33 (pp) G324	29.356526	
par20 (pp) G325	22.262406	
par32 (pp) G325	22.262406	
par34 (pp) G325	22.262406	
par20 (pp) G326	29.18493	
par32 (pp) G326	29.18493	
par35 (pp) G326	29.18493	
par20 (pp) G327	22.004221	
par43 (pp) G327	22.004221	
par44 (pp) G327	22.004221	
par20 (pp) G328	22.096588	
par43 (pp) G328	22.096588	
par108 (pp) G328	22.096588	
par20 (pp) G329	24.543994	
par45 (pp) G329	24.543994	
par50 (pp) G329	24.543994	
par20 (pp) G330	31.767921	
par51 (pp) G330	31.767921	
par58 (pp) G330	31.767921	
par20 (pp) G331	34.570177	
par52 (pp) G331	34.570177	
par94 (pp) G331	34.570177	
par20 (pp) G332	32.728571	
par52 (pp) G332	32.728571	
par96 (pp) G332	32.728571	
par20 (pp) G333	27.657282	
par53 (pp) G333	27.657282	
par58 (pp) G333	27.657282	
par20 (pp) G334	21.280076	
par53 (pp) G334	21.280076	
par92 (pp) G334	21.280076	
par20 (pp) G335	29.588941	
par55 (pp) G335	29.588941	
par58 (pp) G335	29.588941	
par20 (pp) G336	29.588941	
par57 (pp) G336	29.588941	
par58 (pp) G336	29.588941	
par20 (pp) G337	31.403643	
par58 (pp) G337	31.403643	
par90 (pp) G337	31.403643	
par20 (pp) G338	33.934154	
par58 (pp) G338	33.934154	
par91 (pp) G338	33.934154	
par20 (pp) G339	24.111324	
par69 (pp) G339	24.111324	
par70 (pp) G339	24.111324	
par20 (pp) G340	21.913256	
par92 (pp) G340	21.913256	
par94 (pp) G340	21.913256	
par20 (pp) G341	20.665368	
par92 (pp) G341	20.665368	
par96 (pp) G341	20.665368	
par20 (pp) G342	1180.5736	
par94 (pp) G342	1180.5736	
par95 (pp) G342	1180.5736	
par20 (pp) G343	1951.1418	
par95 (pp) G343	1951.1418	
par96 (pp) G343	1951.1418	
par21 (pp) G344	23.724331	
par32 (pp) G344	23.724331	
par33 (pp) G344	23.724331	
par21 (pp) G345	23.442567	
par32 (pp) G345	23.442567	
par35 (pp) G345	23.442567	
par21 (pp) G346	21.644418	
par45 (pp) G346	21.644418	
par50 (pp) G346	21.644418	
par21 (pp) G347	22.557617	
par51 (pp) G347	22.557617	
par58 (pp) G347	22.557617	
par21 (pp) G348	20.045641	
par55 (pp) G348	20.045641	
par58 (pp) G348	20.045641	
par21 (pp) G349	20.045641	
par57 (pp) G349	20.045641	
par58 (pp) G349	20.045641	
par21 (pp) G350	20.100901	
par58 (pp) G350	20.100901	
par90 (pp) G350	20.100901	
par21 (pp) G351	22.636448	
par58 (pp) G351	22.636448	
par91 (pp) G351	22.636448	
par21 (pp) G352	21.502071	
par69 (pp) G352	21.502071	
par70 (pp) G352	21.502071	
par21 (pp) G353	772.80094	
par93 (pp) G353	772.80094	
par94 (pp) G353	772.80094	
par21 (pp) G354	155.27403	
par93 (pp) G354	155.27403	
par95 (pp) G354	155.27403	
par21 (pp) G355	556.05792	
par93 (pp) G355	556.05792	
par96 (pp) G355	556.05792	
par21 (pp) G356	174.35541	
par94 (pp) G356	174.35541	
par95 (pp) G356	174.35541	
par21 (pp) G357	166.43183	
par95 (pp) G357	166.43183	
par96 (pp) G357	166.43183	
par22 (pp) G358	20.917122	
par45 (pp) G358	20.917122	
par50 (pp) G358	20.917122	
par22 (pp) G359	20.294191	
par58 (pp) G359	20.294191	
par91 (pp) G359	20.294191	
par22 (pp) G360	20.76725	
par69 (pp) G360	20.76725	
par70 (pp) G360	20.76725	
par23 (pp) G361	20.670512	
par45 (pp) G361	20.670512	
par50 (pp) G361	20.670512	
par23 (pp) G362	20.210449	
par58 (pp) G362	20.210449	
par91 (pp) G362	20.210449	
par23 (pp) G363	20.518592	
par69 (pp) G363	20.518592	
par70 (pp) G363	20.518592	
par24 (pp) G364	20.701128	
par45 (pp) G364	20.701128	
par50 (pp) G364	20.701128	
par24 (pp) G365	20.222144	
par58 (pp) G365	20.222144	
par91 (pp) G365	20.222144	
par24 (pp) G366	20.550613	
par69 (pp) G366	20.550613	
par70 (pp) G366	20.550613	
par25 (pp) G367	20.67729	
par45 (pp) G367	20.67729	
par50 (pp) G367	20.67729	
par25 (pp) G368	20.211132	
par58 (pp) G368	20.211132	
par91 (pp) G368	20.211132	
par25 (pp) G369	20.525658	
par69 (pp) G369	20.525658	
par70 (pp) G369	20.525658	
par26 (pp) G370	20.437141	
par58 (pp) G370	20.437141	
par91 (pp) G370	20.437141	
par26 (pp) G371	72.955017	
par71 (pp) G371	72.955017	
par75 (pp) G371	72.955017	
par26 (pp) G372	411.77191	
par71 (pp) G372	411.77191	
par76 (pp) G372	411.77191	
par26 (pp) G373	453.5178	
par71 (pp) G373	453.5178	
par77 (pp) G373	453.5178	
par26 (pp) G374	485.98012	
par71 (pp) G374	485.98012	
par78 (pp) G374	485.98012	
par26 (pp) G375	88.203816	
par71 (pp) G375	88.203816	
par79 (pp) G375	88.203816	
par26 (pp) G376	310.57193	
par71 (pp) G376	310.57193	
par81 (pp) G376	310.57193	
par26 (pp) G377	344.78079	
par71 (pp) G377	344.78079	
par82 (pp) G377	344.78079	
par26 (pp) G378	88.195444	
par71 (pp) G378	88.195444	
par83 (pp) G378	88.195444	
par26 (pp) G379	113.56043	
par71 (pp) G379	113.56043	
par84 (pp) G379	113.56043	
par26 (pp) G380	68.67998	
par72 (pp) G380	68.67998	
par75 (pp) G380	68.67998	
par26 (pp) G381	765.49316	
par72 (pp) G381	765.49316	
par76 (pp) G381	765.49316	
par26 (pp) G382	878.11713	
par72 (pp) G382	878.11713	
par77 (pp) G382	878.11713	
par26 (pp) G383	884.81505	
par72 (pp) G383	884.81505	
par78 (pp) G383	884.81505	
par26 (pp) G384	96.478697	
par72 (pp) G384	96.478697	
par79 (pp) G384	96.478697	
par26 (pp) G385	484.51261	
par72 (pp) G385	484.51261	
par81 (pp) G385	484.51261	
par26 (pp) G386	573.29941	
par72 (pp) G386	573.29941	
par82 (pp) G386	573.29941	
par26 (pp) G387	96.689598	
par72 (pp) G387	96.689598	
par83 (pp) G387	96.689598	
par26 (pp) G388	128.70086	
par72 (pp) G388	128.70086	
par84 (pp) G388	128.70086	
par26 (pp) G389	64.252803	
par73 (pp) G389	64.252803	
par75 (pp) G389	64.252803	
par26 (pp) G390	1455.6947	
par73 (pp) G390	1455.6947	
par76 (pp) G390	1455.6947	
par26 (pp) G391	1160.8299	
par73 (pp) G391	1160.8299	
par77 (pp) G391	1160.8299	
par26 (pp) G392	814.50854	
par73 (pp) G392	814.50854	
par78 (pp) G392	814.50854	
par26 (pp) G393	107.52773	
par73 (pp) G393	107.52773	
par79 (pp) G393	107.52773	
par26 (pp) G394	1040.2418	
par73 (pp) G394	1040.2418	
par81 (pp) G394	1040.2418	
par26 (pp) G395	1403.7039	
par73 (pp) G395	1403.7039	
par82 (pp) G395	1403.7039	
par26 (pp) G396	107.93699	
par73 (pp) G396	107.93699	
par83 (pp) G396	107.93699	
par26 (pp) G397	149.77449	
par73 (pp) G397	149.77449	
par84 (pp) G397	149.77449	
par26 (pp) G398	74.859913	
par74 (pp) G398	74.859913	
par75 (pp) G398	74.859913	
par26 (pp) G399	367.65493	
par74 (pp) G399	367.65493	
par76 (pp) G399	367.65493	
par26 (pp) G400	403.83531	
par74 (pp) G400	403.83531	
par77 (pp) G400	403.83531	
par26 (pp) G401	438.94061	
par74 (pp) G401	438.94061	
par78 (pp) G401	438.94061	
par26 (pp) G402	85.36303	
par74 (pp) G402	85.36303	
par79 (pp) G402	85.36303	
par26 (pp) G403	281.85538	
par74 (pp) G403	281.85538	
par81 (pp) G403	281.85538	
par26 (pp) G404	310.66436	
par74 (pp) G404	310.66436	
par82 (pp) G404	310.66436	
par26 (pp) G405	85.377436	
par74 (pp) G405	85.377436	
par83 (pp) G405	85.377436	
par26 (pp) G406	109.00696	
par74 (pp) G406	109.00696	
par84 (pp) G406	109.00696	
par26 (pp) G407	47.114497	
par99 (pp) G407	47.114497	
par104 (pp) G407	47.114497	
par26 (pp) G408	39.656496	
par99 (pp) G408	39.656496	
par105 (pp) G408	39.656496	
par26 (pp) G409	49.189948	
par100 (pp) G409	49.189948	
par104 (pp) G409	49.189948	
par26 (pp) G410	50.171569	
par100 (pp) G410	50.171569	
par105 (pp) G410	50.171569	
par26 (pp) G411	51.051562	
par101 (pp) G411	51.051562	
par104 (pp) G411	51.051562	
par26 (pp) G412	49.324068	
par101 (pp) G412	49.324068	
par105 (pp) G412	49.324068	
par26 (pp) G413	47.064478	
par102 (pp) G413	47.064478	
par104 (pp) G413	47.064478	
par26 (pp) G414	39.549996	
par102 (pp) G414	39.549996	
par105 (pp) G414	39.549996	
par26 (pp) G415	49.569367	
par103 (pp) G415	49.569367	
par104 (pp) G415	49.569367	
par26 (pp) G416	49.736605	
par103 (pp) G416	49.736605	
par105 (pp) G416	49.736605	
par27 (pp) G417	20.453914	
par58 (pp) G417	20.453914	
par91 (pp) G417	20.453914	
par27 (pp) G418	70.809799	
par71 (pp) G418	70.809799	
par75 (pp) G418	70.809799	
par27 (pp) G419	721.32488	
par71 (pp) G419	721.32488	
par76 (pp) G419	721.32488	
par27 (pp) G420	893.66688	
par71 (pp) G420	893.66688	
par77 (pp) G420	893.66688	
par27 (pp) G421	1047.2548	
par71 (pp) G421	1047.2548	
par78 (pp) G421	1047.2548	
par27 (pp) G422	93.139517	
par71 (pp) G422	93.139517	
par79 (pp) G422	93.139517	
par27 (pp) G423	434.91272	
par71 (pp) G423	434.91272	
par81 (pp) G423	434.91272	
par27 (pp) G424	515.39271	
par71 (pp) G424	515.39271	
par82 (pp) G424	515.39271	
par27 (pp) G425	93.324948	
par71 (pp) G425	93.324948	
par83 (pp) G425	93.324948	
par27 (pp) G426	122.88325	
par71 (pp) G426	122.88325	
par84 (pp) G426	122.88325	
par27 (pp) G427	66.539426	
par72 (pp) G427	66.539426	
par75 (pp) G427	66.539426	
par27 (pp) G428	4244.058	
par72 (pp) G428	4244.058	
par76 (pp) G428	4244.058	
par27 (pp) G429	9340.1059	
par72 (pp) G429	9340.1059	
par77 (pp) G429	9340.1059	
par27 (pp) G430	1896.1628	
par72 (pp) G430	1896.1628	
par78 (pp) G430	1896.1628	
par27 (pp) G431	101.78811	
par72 (pp) G431	101.78811	
par79 (pp) G431	101.78811	
par27 (pp) G432	815.06319	
par72 (pp) G432	815.06319	
par81 (pp) G432	815.06319	
par27 (pp) G433	1177.9856	
par72 (pp) G433	1177.9856	
par82 (pp) G433	1177.9856	
par27 (pp) G434	102.29418	
par72 (pp) G434	102.29418	
par83 (pp) G434	102.29418	
par27 (pp) G435	139.49613	
par72 (pp) G435	139.49613	
par84 (pp) G435	139.49613	
par27 (pp) G436	62.248059	
par73 (pp) G436	62.248059	
par75 (pp) G436	62.248059	
par27 (pp) G437	1093.3069	
par73 (pp) G437	1093.3069	
par76 (pp) G437	1093.3069	
par27 (pp) G438	824.2154	
par73 (pp) G438	824.2154	
par77 (pp) G438	824.2154	
par27 (pp) G439	629.66316	
par73 (pp) G439	629.66316	
par78 (pp) G439	629.66316	
par27 (pp) G440	113.51143	
par73 (pp) G440	113.51143	
par79 (pp) G440	113.51143	
par27 (pp) G441	2314.3811	
par73 (pp) G441	2314.3811	
par81 (pp) G441	2314.3811	
par27 (pp) G442	2223.5128	
par73 (pp) G442	2223.5128	
par82 (pp) G442	2223.5128	
par27 (pp) G443	114.35549	
par73 (pp) G443	114.35549	
par83 (pp) G443	114.35549	
par27 (pp) G444	163.03035	
par73 (pp) G444	163.03035	
par84 (pp) G444	163.03035	
par27 (pp) G445	72.636867	
par74 (pp) G445	72.636867	
par75 (pp) G445	72.636867	
par27 (pp) G446	582.35338	
par74 (pp) G446	582.35338	
par76 (pp) G446	582.35338	
par27 (pp) G447	698.67864	
par74 (pp) G447	698.67864	
par77 (pp) G447	698.67864	
par27 (pp) G448	846.71684	
par74 (pp) G448	846.71684	
par78 (pp) G448	846.71684	
par27 (pp) G449	89.987355	
par74 (pp) G449	89.987355	
par79 (pp) G449	89.987355	
par27 (pp) G450	377.07621	
par74 (pp) G450	377.07621	
par81 (pp) G450	377.07621	
par27 (pp) G451	436.85812	
par74 (pp) G451	436.85812	
par82 (pp) G451	436.85812	
par27 (pp) G452	90.180212	
par74 (pp) G452	90.180212	
par83 (pp) G452	90.180212	
par27 (pp) G453	117.55741	
par74 (pp) G453	117.55741	
par84 (pp) G453	117.55741	
par27 (pp) G454	46.67462	
par99 (pp) G454	46.67462	
par104 (pp) G454	46.67462	
par27 (pp) G455	39.383145	
par99 (pp) G455	39.383145	
par105 (pp) G455	39.383145	
par27 (pp) G456	48.935788	
par100 (pp) G456	48.935788	
par104 (pp) G456	48.935788	
par27 (pp) G457	49.890969	
par100 (pp) G457	49.890969	
par105 (pp) G457	49.890969	
par27 (pp) G458	50.703456	
par101 (pp) G458	50.703456	
par104 (pp) G458	50.703456	
par27 (pp) G459	48.997276	
par101 (pp) G459	48.997276	
par105 (pp) G459	48.997276	
par27 (pp) G460	46.598665	
par102 (pp) G460	46.598665	
par104 (pp) G460	46.598665	
par27 (pp) G461	39.261884	
par102 (pp) G461	39.261884	
par105 (pp) G461	39.261884	
par27 (pp) G462	49.300304	
par103 (pp) G462	49.300304	
par104 (pp) G462	49.300304	
par27 (pp) G463	49.453785	
par103 (pp) G463	49.453785	
par105 (pp) G463	49.453785	
par28 (pp) G464	20.452097	
par58 (pp) G464	20.452097	
par91 (pp) G464	20.452097	
par28 (pp) G465	71.089304	
par71 (pp) G465	71.089304	
par75 (pp) G465	71.089304	
par28 (pp) G466	674.18528	
par71 (pp) G466	674.18528	
par76 (pp) G466	674.18528	
par28 (pp) G467	819.94546	
par71 (pp) G467	819.94546	
par77 (pp) G467	819.94546	
par28 (pp) G468	951.60597	
par71 (pp) G468	951.60597	
par78 (pp) G468	951.60597	
par28 (pp) G469	92.541041	
par71 (pp) G469	92.541041	
par79 (pp) G469	92.541041	
par28 (pp) G470	418.96965	
par71 (pp) G470	418.96965	
par81 (pp) G470	418.96965	
par28 (pp) G471	492.43667	
par71 (pp) G471	492.43667	
par82 (pp) G471	492.43667	
par28 (pp) G472	92.711657	
par71 (pp) G472	92.711657	
par83 (pp) G472	92.711657	
par28 (pp) G473	121.78895	
par71 (pp) G473	121.78895	
par84 (pp) G473	121.78895	
par28 (pp) G474	66.803677	
par72 (pp) G474	66.803677	
par75 (pp) G474	66.803677	
par28 (pp) G475	3000.5589	
par72 (pp) G475	3000.5589	
par76 (pp) G475	3000.5589	
par28 (pp) G476	6425.6525	
par72 (pp) G476	6425.6525	
par77 (pp) G476	6425.6525	
par28 (pp) G477	2006.935	
par72 (pp) G477	2006.935	
par78 (pp) G477	2006.935	
par28 (pp) G478	101.12505	
par72 (pp) G478	101.12505	
par79 (pp) G478	101.12505	
par28 (pp) G479	768.68632	
par72 (pp) G479	768.68632	
par81 (pp) G479	768.68632	
par28 (pp) G480	1080.2008	
par72 (pp) G480	1080.2008	
par82 (pp) G480	1080.2008	
par28 (pp) G481	101.60634	
par72 (pp) G481	101.60634	
par83 (pp) G481	101.60634	
par28 (pp) G482	138.19715	
par72 (pp) G482	138.19715	
par84 (pp) G482	138.19715	
par28 (pp) G483	62.490731	
par73 (pp) G483	62.490731	
par75 (pp) G483	62.490731	
par28 (pp) G484	1221.8349	
par73 (pp) G484	1221.8349	
par76 (pp) G484	1221.8349	
par28 (pp) G485	889.95654	
par73 (pp) G485	889.95654	
par77 (pp) G485	889.95654	
par28 (pp) G486	663.67074	
par73 (pp) G486	663.67074	
par78 (pp) G486	663.67074	
par28 (pp) G487	112.75581	
par73 (pp) G487	112.75581	
par79 (pp) G487	112.75581	
par28 (pp) G488	2571.8935	
par73 (pp) G488	2571.8935	
par81 (pp) G488	2571.8935	
par28 (pp) G489	2934.4555	
par73 (pp) G489	2934.4555	
par82 (pp) G489	2934.4555	
par28 (pp) G490	113.56205	
par73 (pp) G490	113.56205	
par83 (pp) G490	113.56205	
par28 (pp) G491	161.43815	
par73 (pp) G491	161.43815	
par84 (pp) G491	161.43815	
par28 (pp) G492	72.926149	
par74 (pp) G492	72.926149	
par75 (pp) G492	72.926149	
par28 (pp) G493	551.05535	
par74 (pp) G493	551.05535	
par76 (pp) G493	551.05535	
par28 (pp) G494	652.31593	
par74 (pp) G494	652.31593	
par77 (pp) G494	652.31593	
par28 (pp) G495	777.66632	
par74 (pp) G495	777.66632	
par78 (pp) G495	777.66632	
par28 (pp) G496	89.423052	
par74 (pp) G496	89.423052	
par79 (pp) G496	89.423052	
par28 (pp) G497	364.91866	
par74 (pp) G497	364.91866	
par81 (pp) G497	364.91866	
par28 (pp) G498	420.13096	
par74 (pp) G498	420.13096	
par82 (pp) G498	420.13096	
par28 (pp) G499	89.602167	
par74 (pp) G499	89.602167	
par83 (pp) G499	89.602167	
par28 (pp) G500	116.54503	
par74 (pp) G500	116.54503	
par84 (pp) G500	116.54503	
par28 (pp) G501	46.760847	
par99 (pp) G501	46.760847	
par104 (pp) G501	46.760847	
par28 (pp) G502	39.439233	
par99 (pp) G502	39.439233	
par105 (pp) G502	39.439233	
par28 (pp) G503	49.001952	
par100 (pp) G503	49.001952	
par104 (pp) G503	49.001952	
par28 (pp) G504	49.968386	
par100 (pp) G504	49.968386	
par105 (pp) G504	49.968386	
par28 (pp) G505	50.785078	
par101 (pp) G505	50.785078	
par104 (pp) G505	50.785078	
par28 (pp) G506	49.07816	
